entry_date,exit_date,direction,entry_price,exit_price,lots,pnl,trade_pnl,tp1_hit,outcome,score,regime,setup,duration_bars,equity
2020-04-01 22:10,2020-04-01 22:55,SELL,92099.52,92765.93,0.02,326.2,-13.51,False,SL,65,STRONG_TREND_DOWN,2,9,10326.2
2020-04-02 06:25,2020-04-02 09:55,SELL,87118.92,83774.93,0.02,375.96,33.36,True,TP2,70,STRONG_TREND_DOWN,2,42,10375.96
2020-04-03 06:55,2020-04-03 08:05,BUY,93861.85,93072.2,0.02,359.8,-15.98,False,SL,65,STRONG_TREND_UP,2,14,10359.8
2020-04-03 11:20,2020-04-03 12:10,BUY,94456.47,93619.15,0.02,342.67,-16.93,False,SL,70,WEAK_TREND_UP_HIGHVOL,2,10,10342.67
2020-04-03 16:35,2020-04-03 19:10,BUY,95665.17,94679.77,0.02,322.59,-19.9,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,31,10322.59
2020-04-03 22:55,2020-04-03 23:15,BUY,96536.75,95104.39,0.02,293.56,-28.84,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,4,10293.56
2020-04-04 10:15,2020-04-04 10:20,SELL,91924.26,92734.05,0.02,276.99,-16.38,False,SL,65,STRONG_TREND_DOWN,2,1,10276.99
2020-04-04 22:25,2020-04-05 04:35,SELL,85980.51,85980.51,0.02,296.09,-0.09,True,SL,70,STRONG_TREND_DOWN,2,74,10296.09
2020-04-05 07:25,2020-04-05 09:30,SELL,82971.76,82971.76,0.02,311.72,-0.08,True,SL,70,STRONG_TREND_DOWN,2,25,10311.72
2020-04-05 15:30,2020-04-05 17:15,SELL,82800.25,85783.26,0.02,251.73,-59.83,False,SL,70,WEAK_TREND_DOWN_HIGHVOL,1,21,10251.73
2020-04-05 21:15,2020-04-06 02:15,SELL,81414.94,83255.51,0.02,214.59,-36.98,False,SL,70,STRONG_TREND_DOWN,2,60,10214.59
2020-04-06 08:20,2020-04-06 10:10,SELL,82091.85,82818.42,0.02,199.72,-14.7,False,SL,70,WEAK_TREND_DOWN,2,22,10199.72
2020-04-06 16:15,2020-04-06 20:55,SELL,82747.68,80020.89,0.02,240.25,27.19,True,TP2,65,STRONG_TREND_DOWN_HIGHVOL,2,56,10240.25
2020-04-08 11:20,2020-04-08 18:05,BUY,90313.33,88039.97,0.02,194.43,-45.64,False,SL,65,STRONG_TREND_UP,2,81,10194.43
2020-04-08 22:30,2020-04-08 22:40,BUY,89884.19,89143.6,0.02,179.26,-14.99,False,SL,70,STRONG_TREND_UP,2,2,10179.26
2020-04-09 08:35,2020-04-09 08:45,BUY,90672.31,89842.63,0.02,162.3,-16.77,False,SL,65,STRONG_TREND_UP,2,2,10162.3
2020-04-09 14:30,2020-04-09 18:15,BUY,93469.39,92064.67,0.02,133.84,-28.28,False,SL,70,WEAK_TREND_UP_HIGHVOL,2,45,10133.84
2020-04-10 07:40,2020-04-10 10:05,BUY,97627.44,96238.07,0.02,105.66,-27.98,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,29,10105.66
2020-04-10 10:30,2020-04-10 11:25,BUY,95909.14,94937.09,0.02,85.84,-19.63,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,11,10085.84
2020-04-10 15:10,2020-04-10 16:35,BUY,97541.66,101209.55,0.02,140.41,36.58,True,TP2,70,STRONG_TREND_UP,2,17,10140.41
2020-04-10 18:35,2020-04-10 19:05,BUY,102317.02,101404.87,0.02,121.76,-18.45,False,SL,70,STRONG_TREND_UP,2,6,10121.76
2020-04-10 20:40,2020-04-10 22:55,BUY,100647.67,103087.91,0.02,162.4,24.3,True,TP2,75,STRONG_TREND_UP,2,27,10162.4
2020-04-11 07:05,2020-04-11 10:40,BUY,104319.83,107297.86,0.02,206.6,29.67,True,TP2,70,STRONG_TREND_UP,2,43,10206.6
2020-04-11 12:45,2020-04-11 13:20,BUY,104892.98,104189.01,0.02,192.1,-14.29,False,SL,100,WEAK_TREND_UP_HIGHVOL,2,7,10192.1
2020-04-12 16:45,2020-04-12 17:30,BUY,99796.72,98804.68,0.02,171.86,-20.04,False,SL,70,STRONG_TREND_UP,2,9,10171.86
2020-04-12 18:25,2020-04-12 22:30,BUY,101364.92,105665.15,0.02,235.9,42.9,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,49,10235.9
2020-04-13 06:30,2020-04-13 08:25,BUY,107201.7,107201.7,0.02,273.67,-0.11,True,SL,65,STRONG_TREND_UP,2,23,10273.67
2020-04-13 13:50,2020-04-13 18:45,BUY,108758.53,107094.95,0.02,239.96,-33.49,False,SL,85,STRONG_TREND_UP,2,59,10239.96
2020-04-13 21:40,2020-04-14 01:40,BUY,110299.99,109228.09,0.02,218.09,-21.66,False,SL,70,STRONG_TREND_UP,2,48,10218.09
2020-04-14 06:40,2020-04-14 06:55,BUY,112655.42,111846.83,0.02,201.46,-16.4,False,SL,70,WEAK_TREND_UP,2,3,10201.46
2020-04-14 18:25,2020-04-14 19:00,BUY,109241.05,108394.14,0.02,184.09,-17.15,False,SL,75,STRONG_TREND_UP_HIGHVOL,2,7,10184.09
2020-04-15 07:10,2020-04-15 07:40,BUY,119987.74,117492.08,0.02,133.7,-50.15,False,SL,70,STRONG_TREND_UP,2,6,10133.7
2020-04-15 08:25,2020-04-15 09:45,BUY,120107.38,117790.54,0.02,86.89,-46.57,False,SL,70,STRONG_TREND_UP,2,16,10086.89
2020-04-15 11:00,2020-04-16 00:55,BUY,123167.86,123167.86,0.02,124.13,-0.12,True,SL,70,STRONG_TREND_UP,2,167,10124.13
2020-04-16 08:45,2020-04-16 09:15,BUY,124836.11,123963.49,0.02,106.18,-17.7,False,SL,70,WEAK_TREND_UP,2,6,10106.18
2020-04-16 12:10,2020-04-16 13:35,BUY,125315.09,124460.07,0.02,88.58,-17.35,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,17,10088.58
2020-04-16 14:05,2020-04-16 20:00,BUY,124868.69,124868.69,0.02,96.76,-0.12,True,SL,75,STRONG_TREND_UP,2,71,10096.76
2020-04-17 14:25,2020-04-17 14:30,SELL,125574.76,123996.78,0.02,122.63,15.66,True,TP2,70,STRONG_TREND_DOWN,2,1,10122.63
2020-04-17 18:35,2020-04-17 21:00,SELL,124597.06,122841.73,0.02,147.86,17.43,True,TP2,65,STRONG_TREND_DOWN,2,29,10147.86
2020-04-18 08:10,2020-04-18 08:15,BUY,124431.07,122395.99,0.02,106.67,-40.95,False,SL,75,WEAK_TREND_UP_HIGHVOL,2,1,10106.67
2020-04-18 11:50,2020-04-18 12:20,BUY,127896.26,124943.13,0.02,47.1,-59.31,False,SL,70,STRONG_TREND_UP,2,6,10047.1
2020-04-18 13:40,2020-04-18 15:05,BUY,125846.07,125846.07,0.02,82.64,-0.13,True,SL,70,WEAK_TREND_UP,2,17,10082.64
2020-04-18 15:35,2020-04-18 16:35,BUY,125633.08,123171.14,0.02,32.9,-49.49,False,SL,75,STRONG_TREND_UP,2,12,10032.9
2020-04-18 21:05,2020-04-18 21:25,BUY,132384.14,131718.13,0.02,19.05,-13.58,False,SL,85,WEAK_TREND_UP,2,4,10019.05
2020-04-19 06:05,2020-04-19 06:30,BUY,132843.72,132049.39,0.02,2.64,-16.15,False,SL,70,STRONG_TREND_UP,2,5,10002.64
2020-04-19 12:50,2020-04-19 13:25,BUY,132900.72,132113.42,0.02,-13.64,-16.01,False,SL,70,WEAK_TREND_UP,2,7,9986.36
2020-04-20 09:10,2020-04-20 09:20,SELL,123937.63,124702.78,0.02,-29.44,-15.55,False,SL,65,STRONG_TREND_DOWN,2,2,9970.56
2020-04-20 13:20,2020-04-20 17:15,BUY,126675.39,126675.39,0.02,-17.64,-0.13,True,SL,70,STRONG_TREND_UP,2,47,9982.36
2020-04-20 19:40,2020-04-20 20:00,BUY,127101.7,126510.22,0.02,-29.98,-12.08,False,SL,90,WEAK_TREND_UP,2,4,9970.02
2020-04-21 07:05,2020-04-21 10:25,BUY,133455.98,132745.45,0.02,-44.72,-14.48,False,SL,75,WEAK_TREND_UP,2,40,9955.28
2020-04-21 10:30,2020-04-21 15:55,BUY,133291.06,132657.51,0.02,-57.92,-12.94,False,SL,70,WEAK_TREND_UP,2,65,9942.08
2020-04-21 19:25,2020-04-21 20:05,BUY,134320.78,133105.71,0.02,-82.76,-24.57,False,SL,75,STRONG_TREND_UP_HIGHVOL,2,8,9917.24
2020-04-22 10:20,2020-04-22 12:10,BUY,144153.25,147401.06,0.02,-34.67,32.33,True,TP2,70,STRONG_TREND_UP,2,22,9965.33
2020-04-22 14:20,2020-04-22 17:30,BUY,149947.81,148658.24,0.02,-61.06,-26.09,False,SL,70,STRONG_TREND_UP,2,38,9938.94
2020-04-22 19:05,2020-04-22 20:45,BUY,151066.99,155062.13,0.02,7.27,39.8,True,TP2,70,WEAK_TREND_UP,2,20,10007.27
2020-04-22 22:55,2020-04-23 00:50,BUY,154802.62,153462.16,0.02,-20.16,-27.12,False,SL,70,WEAK_TREND_UP,2,23,9979.84
2020-04-23 11:25,2020-04-23 12:30,SELL,149923.01,149923.01,0.02,-8.54,-0.15,True,SL,65,STRONG_TREND_DOWN,2,13,9991.46
2020-04-23 22:40,2020-04-23 23:45,BUY,148872.18,148192.23,0.02,-22.74,-13.9,False,SL,60,STRONG_TREND_UP,2,13,9977.26
2020-04-24 10:05,2020-04-24 11:15,BUY,147579.59,146822.94,0.02,-38.46,-15.43,False,SL,70,STRONG_TREND_UP,2,14,9961.54
2020-04-24 12:30,2020-04-24 14:55,BUY,148965.15,148965.15,0.02,-19.47,-0.15,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,29,9980.53
2020-04-24 15:05,2020-04-24 16:00,BUY,149082.77,147854.05,0.02,-44.64,-24.87,False,SL,75,WEAK_TREND_UP,2,11,9955.36
2020-04-25 06:20,2020-04-25 07:40,BUY,146291.97,145302.32,0.02,-65.01,-20.08,False,SL,75,WEAK_TREND_UP,2,16,9934.99
2020-04-25 13:30,2020-04-25 13:45,SELL,145333.84,145999.26,0.02,-78.9,-13.6,False,SL,65,WEAK_TREND_DOWN,2,3,9921.1
2020-04-26 08:30,2020-04-26 12:45,BUY,149062.81,153057.04,0.02,-19.64,39.79,True,TP2,70,WEAK_TREND_UP_HIGHVOL,2,51,9980.36
2020-04-28 06:30,2020-04-28 08:35,BUY,153987.6,153987.6,0.02,-1.8,-0.15,True,SL,75,WEAK_TREND_UP,2,25,9998.2
2020-04-28 10:10,2020-04-28 13:50,BUY,155335.77,159256.48,0.02,56.06,39.05,True,TP2,75,WEAK_TREND_UP,2,44,10056.06
2020-04-28 17:15,2020-04-28 21:05,BUY,163316.26,162369.19,0.02,36.46,-19.27,False,SL,70,STRONG_TREND_UP,2,46,10036.46
2020-04-30 11:25,2020-04-30 11:30,BUY,133912.97,136495.2,0.02,74.61,25.69,True,TP2,65,STRONG_TREND_UP,2,1,10074.61
2020-04-30 16:25,2020-04-30 16:35,SELL,131554.58,134846.29,0.02,8.24,-66.1,False,SL,75,STRONG_TREND_DOWN_HIGHVOL,2,2,10008.24
2020-05-01 15:45,2020-05-02 23:30,BUY,145117.23,155146.19,0.02,172.29,100.13,True,TP2,65,STRONG_TREND_UP_HIGHVOL,2,381,10172.29
2020-05-03 06:05,2020-05-03 11:30,BUY,158673.68,157690.68,0.02,151.99,-19.98,False,SL,70,STRONG_TREND_UP,2,65,10151.99
2020-05-03 15:25,2020-05-03 18:10,BUY,159459.47,162552.25,0.02,197.69,30.77,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,33,10197.69
2020-05-04 09:50,2020-05-04 13:05,BUY,163033.78,163033.78,0.02,216.42,-0.16,True,SL,70,STRONG_TREND_UP,2,39,10216.42
2020-05-04 13:15,2020-05-04 18:10,BUY,162932.71,165073.46,0.02,248.99,21.24,True,TP2,70,WEAK_TREND_UP,2,59,10248.99
2020-05-04 19:05,2020-05-04 19:50,BUY,164472.85,164472.85,0.02,258.85,-0.16,True,SL,75,STRONG_TREND_UP,2,9,10258.85
2020-05-04 21:05,2020-05-04 21:35,BUY,166204.05,166204.05,0.02,269.65,-0.17,True,SL,70,WEAK_TREND_UP,2,6,10269.65
2020-05-06 06:30,2020-05-06 06:45,BUY,167267.02,165420.79,0.02,232.06,-37.26,False,SL,70,WEAK_TREND_UP,2,3,10232.06
2020-05-06 16:10,2020-05-06 17:40,BUY,167279.08,164640.81,0.02,178.63,-53.09,False,SL,70,WEAK_TREND_UP,2,18,10178.63
2020-05-07 16:00,2020-05-07 18:25,BUY,159577.86,159577.86,0.02,191.77,-0.16,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,29,10191.77
2020-05-09 18:45,2020-05-09 19:05,BUY,154437.54,152152.82,0.02,145.47,-46.0,False,SL,65,STRONG_TREND_UP,2,4,10145.47
2020-05-10 06:45,2020-05-10 10:45,BUY,162676.26,162676.26,0.02,158.19,-0.16,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,48,10158.19
2020-05-10 22:15,2020-05-11 02:45,BUY,165421.33,170124.95,0.02,228.02,46.87,True,TP2,70,WEAK_TREND_UP,2,54,10228.02
2020-05-11 09:50,2020-05-11 12:25,BUY,173881.03,173071.21,0.02,211.13,-16.54,False,SL,70,STRONG_TREND_UP,2,31,10211.13
2020-05-11 17:15,2020-05-11 17:25,BUY,175625.97,174494.82,0.02,187.81,-22.97,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,2,10187.81
2020-05-11 21:35,2020-05-11 23:15,BUY,178321.3,182520.64,0.02,250.03,41.81,True,TP2,70,STRONG_TREND_UP,2,20,10250.03
2020-05-12 11:40,2020-05-12 12:55,BUY,178218.82,180545.4,0.02,279.12,23.09,True,TP2,75,STRONG_TREND_UP,2,15,10279.12
2020-05-12 17:05,2020-05-12 17:20,BUY,190700.99,188911.42,0.02,242.57,-36.17,False,SL,75,STRONG_TREND_UP,2,3,10242.57
2020-05-13 06:45,2020-05-13 07:20,BUY,192489.04,191197.73,0.02,215.97,-26.21,False,SL,70,STRONG_TREND_UP,2,7,10215.97
2020-05-14 06:55,2020-05-14 07:20,BUY,183021.6,181822.96,0.02,191.27,-24.34,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,5,10191.27
2020-05-14 10:30,2020-05-14 10:55,BUY,182136.24,181250.32,0.02,172.82,-18.08,False,SL,70,STRONG_TREND_UP,2,5,10172.82
2020-05-15 06:45,2020-05-15 13:20,BUY,203337.09,206526.25,0.02,235.79,63.37,False,TP2,75,WEAK_TREND_UP,2,79,10235.79
2020-05-16 08:50,2020-05-16 09:10,BUY,203062.32,200563.7,0.02,185.01,-50.37,False,SL,75,WEAK_TREND_UP_HIGHVOL,2,4,10185.01
2020-05-17 07:30,2020-05-17 08:20,BUY,205727.61,205727.61,0.02,194.07,-0.21,True,SL,75,WEAK_TREND_UP,2,10,10194.07
2020-05-18 15:25,2020-05-18 16:25,BUY,198625.55,202741.92,0.02,254.97,40.96,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,12,10254.97
2020-05-18 19:50,2020-05-18 20:15,BUY,198809.68,196756.97,0.02,213.12,-41.45,False,SL,65,STRONG_TREND_UP_HIGHVOL,2,5,10213.12
2020-05-19 15:00,2020-05-20 02:25,BUY,202923.05,202923.05,0.02,259.61,-0.2,True,SL,70,WEAK_TREND_UP_HIGHVOL,2,137,10259.61
2020-05-20 08:00,2020-05-20 09:00,BUY,206850.2,205451.23,0.02,230.8,-28.39,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,12,10230.8
2020-05-21 11:05,2020-05-21 12:40,BUY,203234.95,203234.95,0.02,247.78,-0.2,True,SL,70,STRONG_TREND_UP,2,19,10247.78
2020-05-21 14:05,2020-05-21 17:35,BUY,207395.01,211992.21,0.02,315.86,45.76,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,42,10315.86
2020-05-21 19:15,2020-05-21 19:50,BUY,209331.21,212413.14,0.02,376.33,30.61,True,TP2,75,STRONG_TREND_UP_HIGHVOL,2,7,10376.33
2020-05-21 21:10,2020-05-21 21:20,BUY,213659.24,212370.13,0.02,349.7,-26.21,False,SL,70,WEAK_TREND_UP,2,2,10349.7
2020-05-21 22:35,2020-05-21 22:40,BUY,212248.87,211409.52,0.02,332.06,-17.21,False,SL,60,STRONG_TREND_UP,2,1,10332.06
2020-05-22 21:45,2020-05-23 08:15,BUY,220005.32,216496.33,0.02,261.01,-70.61,False,SL,70,WEAK_TREND_UP_HIGHVOL,2,126,10261.01
2020-05-23 11:45,2020-05-23 13:15,BUY,218107.72,218107.72,0.02,272.57,-0.22,True,SL,90,STRONG_TREND_UP,2,18,10272.57
2020-05-23 18:40,2020-05-23 19:05,BUY,220336.24,222450.63,0.02,303.35,20.92,True,TP2,70,STRONG_TREND_UP,2,5,10303.35
2020-05-24 06:15,2020-05-24 07:55,BUY,222243.33,222243.33,0.02,318.27,-0.22,True,SL,70,STRONG_TREND_UP,2,20,10318.27
2020-05-24 11:10,2020-05-24 12:15,BUY,223728.68,223052.71,0.02,303.86,-13.97,False,SL,70,WEAK_TREND_UP,2,13,10303.86
2020-05-24 20:15,2020-05-24 20:30,BUY,222713.61,222713.61,0.02,308.19,-0.22,True,SL,90,STRONG_TREND_UP,2,3,10308.19
2020-05-25 06:50,2020-05-25 06:55,SELL,221137.3,222144.73,0.02,287.16,-20.59,False,SL,70,STRONG_TREND_DOWN,2,1,10287.16
2020-05-25 08:35,2020-05-25 08:55,BUY,223540.9,222087.21,0.02,257.19,-29.52,False,SL,70,WEAK_TREND_UP,2,4,10257.19
2020-05-25 12:05,2020-05-25 12:20,SELL,221663.65,222384.49,0.02,241.89,-14.86,False,SL,70,STRONG_TREND_DOWN,2,3,10241.89
2020-05-25 13:35,2020-05-25 15:30,BUY,223011.64,221698.26,0.02,214.73,-26.71,False,SL,70,STRONG_TREND_UP,2,23,10214.73
2020-05-26 15:00,2020-05-26 20:05,BUY,223344.37,226288.04,0.02,257.94,29.21,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,61,10257.94
2020-05-26 21:10,2020-05-27 00:15,BUY,226596.07,229259.46,0.02,296.93,26.4,True,TP2,70,STRONG_TREND_UP,2,37,10296.93
2020-05-27 09:35,2020-05-27 10:35,BUY,233860.63,232024.77,0.02,259.28,-37.18,False,SL,75,WEAK_TREND_UP,2,12,10259.28
2020-05-27 11:25,2020-05-27 16:40,BUY,235062.26,239581.55,0.02,314.71,44.95,True,TP2,70,WEAK_TREND_UP,2,63,10314.71
2020-05-27 18:20,2020-05-27 20:25,BUY,238285.97,238285.97,0.02,323.12,-0.24,True,SL,75,STRONG_TREND_UP,2,25,10323.12
2020-05-28 10:40,2020-05-28 11:30,BUY,237376.68,236676.56,0.02,308.17,-14.48,False,SL,70,STRONG_TREND_UP,2,10,10308.17
2020-05-28 19:50,2020-05-28 20:35,BUY,237085.89,236270.89,0.02,290.92,-16.77,False,SL,70,STRONG_TREND_UP,2,9,10290.92
2020-05-28 22:05,2020-05-29 01:50,SELL,236275.1,236275.1,0.02,305.35,-0.24,True,SL,65,STRONG_TREND_DOWN_HIGHVOL,2,45,10305.35
2020-05-29 07:25,2020-05-29 08:20,BUY,237554.5,237554.5,0.02,321.97,-0.24,True,SL,70,STRONG_TREND_UP,2,11,10321.97
2020-05-29 11:40,2020-05-29 12:45,BUY,239866.83,238914.7,0.02,301.97,-19.52,False,SL,75,WEAK_TREND_UP,2,13,10301.97
2020-05-29 15:45,2020-05-29 15:50,BUY,241008.75,241008.75,0.02,308.57,-0.24,True,SL,75,WEAK_TREND_UP,2,1,10308.57
2020-05-31 10:55,2020-05-31 12:00,BUY,239068.9,239068.9,0.02,329.12,-0.24,True,SL,70,STRONG_TREND_UP,2,13,10329.12
2020-05-31 12:45,2020-05-31 17:15,BUY,241318.9,246152.9,0.02,400.6,48.09,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,54,10400.6
2020-06-02 09:20,2020-06-02 10:00,BUY,245117.8,244312.55,0.02,383.52,-16.59,False,SL,85,WEAK_TREND_UP,2,8,10383.52
2020-06-02 21:05,2020-06-03 02:50,BUY,244343.66,244343.66,0.02,403.51,-0.24,True,SL,75,STRONG_TREND_UP,2,69,10403.51
2020-06-03 16:35,2020-06-03 17:20,BUY,244281.59,243576.19,0.02,388.43,-14.6,False,SL,70,STRONG_TREND_UP,2,9,10388.43
2020-06-03 20:25,2020-06-03 22:05,BUY,245380.36,245380.36,0.02,401.12,-0.25,True,SL,70,STRONG_TREND_UP,2,20,10401.12
2020-06-04 07:20,2020-06-04 08:15,BUY,244628.02,243866.57,0.02,384.92,-15.72,False,SL,75,STRONG_TREND_UP,2,11,10384.92
2020-06-04 09:40,2020-06-04 10:30,SELL,243726.68,244667.51,0.02,365.12,-19.31,False,SL,70,WEAK_TREND_DOWN_HIGHVOL,2,10,10365.12
2020-06-04 15:50,2020-06-04 17:50,BUY,244688.84,243760.43,0.02,345.58,-19.06,False,SL,90,STRONG_TREND_UP_HIGHVOL,2,24,10345.58
2020-06-04 18:55,2020-06-04 20:00,BUY,246246.34,244763.69,0.02,314.94,-30.14,False,SL,70,WEAK_TREND_UP,2,13,10314.94
2020-06-05 06:10,2020-06-05 06:30,BUY,247523.82,247523.82,0.02,321.46,-0.25,True,SL,75,WEAK_TREND_UP,2,4,10321.46
2020-06-05 14:20,2020-06-05 16:20,BUY,247201.25,250297.69,0.02,359.44,30.71,True,TP2,70,WEAK_TREND_UP,2,24,10359.44
2020-06-05 18:40,2020-06-05 19:30,BUY,249778.06,249778.06,0.02,367.33,-0.25,True,SL,70,STRONG_TREND_UP,2,10,10367.33
2020-06-06 09:35,2020-06-06 11:55,BUY,248343.41,247484.76,0.02,349.17,-17.67,False,SL,70,STRONG_TREND_UP,2,28,10349.17
2020-06-06 12:15,2020-06-06 12:35,BUY,247868.17,247302.21,0.02,336.86,-11.81,False,SL,75,WEAK_TREND_UP,2,4,10336.86
2020-06-06 16:35,2020-06-06 17:25,BUY,248298.48,247619.97,0.02,322.3,-14.07,False,SL,70,WEAK_TREND_UP,2,10,10322.3
2020-06-07 08:55,2020-06-07 13:25,BUY,244543.96,246855.87,0.02,350.07,22.87,True,TP2,70,STRONG_TREND_UP,2,54,10350.07
2020-06-07 16:00,2020-06-07 16:20,BUY,246493.72,246493.72,0.02,354.91,-0.25,True,SL,70,WEAK_TREND_UP,2,4,10354.91
2020-06-09 08:00,2020-06-09 09:15,BUY,249658.94,248515.1,0.02,331.04,-23.37,False,SL,70,WEAK_TREND_UP,2,15,10331.04
2020-06-09 16:20,2020-06-09 17:40,BUY,249850.58,249850.58,0.02,348.27,-0.25,True,SL,75,STRONG_TREND_UP,2,16,10348.27
2020-06-10 08:20,2020-06-10 08:25,BUY,252086.28,251281.48,0.02,331.17,-16.6,False,SL,85,STRONG_TREND_UP,2,1,10331.17
2020-06-10 18:45,2020-06-10 18:55,SELL,249703.07,250588.3,0.02,312.46,-18.21,False,SL,65,STRONG_TREND_DOWN_HIGHVOL,2,2,10312.46
2020-06-10 20:50,2020-06-10 23:25,BUY,250611.89,250611.89,0.02,331.4,-0.25,True,SL,70,WEAK_TREND_UP_HIGHVOL,2,31,10331.4
2020-06-12 09:00,2020-06-12 09:20,SELL,242004.17,242944.34,0.02,311.62,-19.29,False,SL,70,WEAK_TREND_DOWN,2,4,10311.62
2020-06-12 10:45,2020-06-12 12:20,SELL,242005.24,242955.69,0.02,291.65,-19.49,False,SL,70,STRONG_TREND_DOWN,2,19,10291.65
2020-06-13 21:15,2020-06-13 21:35,SELL,243932.79,245827.57,0.02,252.77,-38.39,False,SL,80,STRONG_TREND_DOWN,2,4,10252.77
2020-06-13 22:45,2020-06-14 00:25,BUY,245679.21,245679.21,0.02,289.41,-0.25,True,SL,70,WEAK_TREND_UP,2,20,10289.41
2020-06-14 08:05,2020-06-14 09:15,SELL,239784.83,241330.68,0.02,257.53,-31.4,False,SL,70,STRONG_TREND_DOWN,2,14,10257.53
2020-06-15 11:45,2020-06-15 15:05,BUY,252956.88,250342.73,0.02,204.24,-52.78,False,SL,70,WEAK_TREND_UP,2,40,10204.24
2020-06-16 14:00,2020-06-16 15:45,SELL,242566.66,245671.16,0.02,141.18,-62.58,False,SL,70,STRONG_TREND_DOWN,2,21,10141.18
2020-06-16 16:30,2020-06-16 18:50,BUY,247614.34,244404.56,0.02,76.0,-64.68,False,SL,70,STRONG_TREND_UP,2,28,10076.0
2020-06-17 06:05,2020-06-17 06:10,SELL,243418.2,244103.68,0.02,61.31,-14.2,False,SL,70,WEAK_TREND_DOWN,2,1,10061.31
2020-06-17 08:50,2020-06-17 10:55,SELL,242926.3,240304.43,0.02,99.62,25.98,True,TP2,70,STRONG_TREND_DOWN,2,25,10099.62
2020-06-17 13:25,2020-06-17 14:05,SELL,240767.31,240767.31,0.02,103.12,-0.24,True,SL,75,WEAK_TREND_DOWN,2,8,10103.12
2020-06-19 06:10,2020-06-19 06:55,BUY,246299.73,246299.73,0.02,117.0,-0.25,True,SL,70,STRONG_TREND_UP,2,9,10117.0
2020-06-19 08:20,2020-06-19 21:55,BUY,247224.39,247224.39,0.02,138.34,-0.25,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,163,10138.34
2020-06-20 18:15,2020-06-20 18:50,SELL,240574.13,241931.58,0.02,110.23,-27.63,False,SL,70,STRONG_TREND_DOWN,2,7,10110.23
2020-06-21 13:20,2020-06-21 22:55,SELL,242482.82,235773.91,0.02,209.85,66.85,True,TP2,75,WEAK_TREND_DOWN_HIGHVOL,2,115,10209.85
2020-06-22 11:10,2020-06-22 11:30,SELL,234342.13,234342.13,0.02,214.4,-0.23,True,SL,75,STRONG_TREND_DOWN,2,4,10214.4
2020-06-23 13:00,2020-06-23 13:20,SELL,236675.59,237413.43,0.02,198.7,-15.23,False,SL,70,WEAK_TREND_DOWN,2,4,10198.7
2020-06-23 14:35,2020-06-23 15:45,SELL,237578.84,235651.54,0.02,223.63,19.04,True,TP2,75,STRONG_TREND_DOWN,2,14,10223.63
2020-06-23 17:40,2020-06-23 21:35,SELL,235392.89,236578.48,0.02,198.97,-24.18,False,SL,70,STRONG_TREND_DOWN,2,47,10198.97
2020-06-24 08:25,2020-06-24 13:35,SELL,233674.54,229687.23,0.02,257.8,39.64,True,TP2,70,STRONG_TREND_DOWN_HIGHVOL,2,62,10257.8
2020-06-24 17:50,2020-06-24 18:10,SELL,226893.25,227635.74,0.02,242.04,-15.31,False,SL,70,STRONG_TREND_DOWN,2,4,10242.04
2020-06-24 19:40,2020-06-24 20:55,SELL,227657.13,228489.1,0.02,224.49,-17.1,False,SL,75,STRONG_TREND_DOWN,2,15,10224.49
2020-06-26 09:45,2020-06-26 10:05,SELL,234323.15,235088.98,0.02,208.24,-15.79,False,SL,90,WEAK_TREND_DOWN,2,4,10208.24
2020-06-27 16:40,2020-06-27 17:25,SELL,237053.43,237053.43,0.02,246.33,-0.24,True,SL,75,WEAK_TREND_DOWN,2,9,10246.33
2020-06-28 14:25,2020-06-28 15:25,BUY,243114.99,242175.42,0.02,226.57,-19.28,False,SL,70,WEAK_TREND_UP_HIGHVOL,2,12,10226.57
2020-06-28 19:10,2020-06-29 00:05,BUY,243510.98,242676.02,0.02,208.9,-17.18,False,SL,70,STRONG_TREND_UP,2,59,10208.9
2020-06-29 21:10,2020-06-29 21:20,SELL,235448.43,235448.43,0.02,217.5,-0.24,True,SL,70,STRONG_TREND_DOWN,2,2,10217.5
2020-06-30 08:45,2020-06-30 10:30,SELL,230827.58,232020.83,0.02,192.71,-24.33,False,SL,70,STRONG_TREND_DOWN,2,21,10192.71
2020-06-30 19:20,2020-06-30 19:40,SELL,231507.59,232311.33,0.02,175.71,-16.54,False,SL,75,STRONG_TREND_DOWN,2,4,10175.71
